id,datetime,cloud_cover,platform,constellation,collection
S2B_MSIL2A_20230103T092309_N0510_R093_T34TFK_20240812T095908,2023-01-03 09:23:09.024000+00:00,4.192856,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230103T092309_N0510_R093_T35TKF_20240812T095908,2023-01-03 09:23:09.024000+00:00,5.140365,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230103T092309_N0510_R093_T34TGL_20240812T095908,2023-01-03 09:23:09.024000+00:00,5.186402,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230103T092309_N0510_R093_T34TGK_20240812T095908,2023-01-03 09:23:09.024000+00:00,9.506335,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230103T092309_N0510_R093_T35TKE_20240812T095908,2023-01-03 09:23:09.024000+00:00,10.098863,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230103T092309_N0510_R093_T34TFL_20240812T095908,2023-01-03 09:23:09.024000+00:00,11.90862,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230105T091351_N0510_R050_T34TFK_20240811T230402,2023-01-05 09:13:51.024000+00:00,6.976020000000001,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230105T091351_N0510_R050_T34TFL_20240811T230402,2023-01-05 09:13:51.024000+00:00,12.554874,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230108T092351_N0510_R093_T34TFL_20240812T095616,2023-01-08 09:23:51.024000+00:00,0.24679100000000004,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230108T092351_N0510_R093_T34TFK_20240812T095616,2023-01-08 09:23:51.024000+00:00,5.175394,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230108T092351_N0510_R093_T34TGL_20240812T095616,2023-01-08 09:23:51.024000+00:00,18.266445,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230108T092351_N0510_R093_T35TKF_20240812T095616,2023-01-08 09:23:51.024000+00:00,18.896112,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230113T092239_N0510_R093_T34TFK_20240813T093142,2023-01-13 09:22:39.024000+00:00,5.686398,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230113T092239_N0510_R093_T34TFL_20240813T093142,2023-01-13 09:22:39.024000+00:00,13.261531,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230128T092241_N0510_R093_T34TFK_20240812T040650,2023-01-28 09:22:41.024000+00:00,6.890222,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230128T092241_N0510_R093_T34TGK_20240812T040650,2023-01-28 09:22:41.024000+00:00,13.155153000000002,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230128T092241_N0510_R093_T35TKE_20240812T040650,2023-01-28 09:22:41.024000+00:00,15.970194,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230130T091129_N0510_R050_T34TFL_20240811T061804,2023-01-30 09:11:29.024000+00:00,6.619179,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230202T092109_N0510_R093_T35TKE_20240815T155145,2023-02-02 09:21:09.024000+00:00,0.01,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230202T092109_N0510_R093_T34TGK_20240815T155145,2023-02-02 09:21:09.024000+00:00,0.01,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230202T092109_N0510_R093_T34TFL_20240815T155145,2023-02-02 09:21:09.024000+00:00,0.38,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230202T092109_N0510_R093_T34TGL_20240815T155145,2023-02-02 09:21:09.024000+00:00,0.4,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230202T092109_N0510_R093_T35TKF_20240815T155145,2023-02-02 09:21:09.024000+00:00,0.42,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230202T092109_N0510_R093_T34TFK_20240815T155145,2023-02-02 09:21:09.024000+00:00,2.81,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230204T091201_N0510_R050_T34TFK_20240817T082852,2023-02-04 09:12:01.024000+00:00,14.12,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230207T092141_N0510_R093_T34TFL_20240813T041809,2023-02-07 09:21:41.024000+00:00,15.4,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230214T091051_N0510_R050_T34TFK_20240814T203653,2023-02-14 09:10:51.024000+00:00,0.008351,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230214T091051_N0510_R050_T34TFL_20240814T203653,2023-02-14 09:10:51.024000+00:00,0.019999,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230214T091051_N0510_R050_T34TGL_20240814T203653,2023-02-14 09:10:51.024000+00:00,1.021766,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230214T091051_N0510_R050_T35TKF_20240814T203653,2023-02-14 09:10:51.024000+00:00,1.780343,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230214T091051_N0510_R050_T34TGK_20240814T203653,2023-02-14 09:10:51.024000+00:00,4.43045,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230214T091051_N0510_R050_T35TKE_20240814T203653,2023-02-14 09:10:51.024000+00:00,5.449428,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230219T091019_N0510_R050_T34TFK_20240814T044836,2023-02-19 09:10:19.024000+00:00,6.712788,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230219T091019_N0510_R050_T34TGK_20240814T044836,2023-02-19 09:10:19.024000+00:00,12.714659,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230219T091019_N0510_R050_T35TKE_20240814T044836,2023-02-19 09:10:19.024000+00:00,13.891486999999998,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230219T091019_N0510_R050_T34TFL_20240814T044836,2023-02-19 09:10:19.024000+00:00,19.038484,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230222T092029_N0510_R093_T34TFK_20240815T003923,2023-02-22 09:20:29.025000+00:00,18.902755,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230306T090831_N0510_R050_T34TFK_20240820T071440,2023-03-06 09:08:31.024000+00:00,0.808215,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230306T090831_N0510_R050_T34TFL_20240820T071440,2023-03-06 09:08:31.024000+00:00,1.521734,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230306T090831_N0510_R050_T34TGL_20240820T071440,2023-03-06 09:08:31.024000+00:00,2.58752,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230306T090831_N0510_R050_T35TKF_20240820T071440,2023-03-06 09:08:31.024000+00:00,2.899405,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230306T090831_N0510_R050_T34TGK_20240820T071440,2023-03-06 09:08:31.024000+00:00,4.0208,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230306T090831_N0510_R050_T35TKE_20240820T071440,2023-03-06 09:08:31.024000+00:00,4.622669,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230309T092021_N0510_R093_T34TFL_20240823T124833,2023-03-09 09:20:21.024000+00:00,13.162807000000003,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230311T090709_N0510_R050_T34TFK_20240817T195041,2023-03-11 09:07:09.025000+00:00,4.53,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230314T092029_N0510_R093_T35TKE_20240821T004751,2023-03-14 09:20:29.024000+00:00,1.716516,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230314T092029_N0510_R093_T34TGK_20240821T004751,2023-03-14 09:20:29.024000+00:00,1.9436519999999997,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230314T092029_N0510_R093_T35TKF_20240821T004751,2023-03-14 09:20:29.024000+00:00,2.16423,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230314T092029_N0510_R093_T34TGL_20240821T004751,2023-03-14 09:20:29.024000+00:00,2.978167,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230314T092029_N0510_R093_T34TFK_20240821T004751,2023-03-14 09:20:29.024000+00:00,14.82778,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230319T092031_N0510_R093_T34TGL_20240825T033320,2023-03-19 09:20:31.024000+00:00,0.056943,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230319T092031_N0510_R093_T34TFK_20240825T033320,2023-03-19 09:20:31.024000+00:00,0.077773,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230319T092031_N0510_R093_T35TKF_20240825T033320,2023-03-19 09:20:31.024000+00:00,0.124131,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230319T092031_N0510_R093_T34TFL_20240825T033320,2023-03-19 09:20:31.024000+00:00,0.266194,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230319T092031_N0510_R093_T34TGK_20240825T033320,2023-03-19 09:20:31.024000+00:00,0.616567,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230319T092031_N0510_R093_T35TKE_20240825T033320,2023-03-19 09:20:31.024000+00:00,0.7388439999999998,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230324T092029_N0510_R093_T34TGL_20240824T105437,2023-03-24 09:20:29.024000+00:00,4.764806,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230324T092029_N0510_R093_T35TKF_20240824T105437,2023-03-24 09:20:29.024000+00:00,4.924258,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230324T092029_N0510_R093_T34TFL_20240824T105437,2023-03-24 09:20:29.024000+00:00,6.535048,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230324T092029_N0510_R093_T34TFK_20240824T105437,2023-03-24 09:20:29.024000+00:00,9.202239,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230324T092029_N0510_R093_T34TGK_20240824T105437,2023-03-24 09:20:29.024000+00:00,16.722369,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230324T092029_N0510_R093_T35TKE_20240824T105437,2023-03-24 09:20:29.024000+00:00,17.116353,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230326T090611_N0510_R050_T34TFK_20240826T064427,2023-03-26 09:06:11.024000+00:00,0.008558,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230326T090611_N0510_R050_T34TGK_20240826T064427,2023-03-26 09:06:11.024000+00:00,0.112803,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230326T090611_N0510_R050_T35TKE_20240826T064427,2023-03-26 09:06:11.024000+00:00,0.116569,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230326T090611_N0510_R050_T34TFL_20240826T064427,2023-03-26 09:06:11.024000+00:00,0.449653,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230326T090611_N0510_R050_T34TGL_20240826T064427,2023-03-26 09:06:11.024000+00:00,2.76161,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230326T090611_N0510_R050_T35TKF_20240826T064427,2023-03-26 09:06:11.024000+00:00,2.896219,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230329T092031_N0510_R093_T34TGK_20240823T191702,2023-03-29 09:20:31.024000+00:00,1.152532,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230329T092031_N0510_R093_T35TKE_20240823T191702,2023-03-29 09:20:31.024000+00:00,1.153719,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230329T092031_N0510_R093_T34TGL_20240823T191702,2023-03-29 09:20:31.024000+00:00,3.214402,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230329T092031_N0510_R093_T35TKF_20240823T191702,2023-03-29 09:20:31.024000+00:00,3.292325,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230329T092031_N0510_R093_T34TFL_20240823T191702,2023-03-29 09:20:31.024000+00:00,4.259956,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230329T092031_N0510_R093_T34TFK_20240823T191702,2023-03-29 09:20:31.024000+00:00,5.915827,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230331T090559_N0510_R050_T34TFL_20240825T232012,2023-03-31 09:05:59.024000+00:00,3.67499,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230331T090559_N0510_R050_T35TKE_20240825T232012,2023-03-31 09:05:59.024000+00:00,12.775898999999999,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230331T090559_N0510_R050_T34TGK_20240825T232012,2023-03-31 09:05:59.024000+00:00,13.954248,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230331T090559_N0510_R050_T34TFK_20240825T232012,2023-03-31 09:05:59.024000+00:00,16.09129,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230405T090551_N0510_R050_T34TFK_20240830T095306,2023-04-05 09:05:51.024000+00:00,2.06,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230413T092029_N0510_R093_T34TFL_20240829T164005,2023-04-13 09:20:29.024000+00:00,0.001234,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230413T092029_N0510_R093_T34TFK_20240829T164005,2023-04-13 09:20:29.024000+00:00,0.002369,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230413T092029_N0510_R093_T34TGK_20240829T164005,2023-04-13 09:20:29.024000+00:00,0.00603,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230413T092029_N0510_R093_T35TKE_20240829T164005,2023-04-13 09:20:29.024000+00:00,0.006178,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230413T092029_N0510_R093_T34TGL_20240829T164005,2023-04-13 09:20:29.024000+00:00,0.070904,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230413T092029_N0510_R093_T35TKF_20240829T164005,2023-04-13 09:20:29.024000+00:00,0.072305,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230420T090559_N0510_R050_T34TFK_20240901T045621,2023-04-20 09:05:59.024000+00:00,3.29,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230420T090559_N0510_R050_T34TGK_20240901T045621,2023-04-20 09:05:59.024000+00:00,18.58,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230423T092029_N0510_R093_T34TFK_20240904T025734,2023-04-23 09:20:29.024000+00:00,18.34,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230425T090551_N0510_R050_T34TFK_20241011T223441,2023-04-25 09:05:51.024000+00:00,14.3,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230428T092031_N0510_R093_T34TFK_20240831T182132,2023-04-28 09:20:31.024000+00:00,1.892721,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230428T092031_N0510_R093_T34TFL_20240831T182132,2023-04-28 09:20:31.024000+00:00,3.4181800000000004,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230430T090559_N0510_R050_T35TKE_20240903T100244,2023-04-30 09:05:59.024000+00:00,3.29,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230430T090559_N0510_R050_T34TGK_20240903T100244,2023-04-30 09:05:59.024000+00:00,3.72,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230430T090559_N0510_R050_T34TFL_20240903T100244,2023-04-30 09:05:59.024000+00:00,10.27,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230430T090559_N0510_R050_T34TFK_20240903T100244,2023-04-30 09:05:59.024000+00:00,11.33,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230508T092031_N0510_R093_T34TGK_20240905T174015,2023-05-08 09:20:31.026000+00:00,7.50914,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230508T092031_N0510_R093_T35TKE_20240905T174015,2023-05-08 09:20:31.026000+00:00,8.23165,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230520T090559_N0510_R050_T35TKE_20240904T131042,2023-05-20 09:05:59.024000+00:00,1.274999,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230520T090559_N0510_R050_T34TGK_20240904T131042,2023-05-20 09:05:59.024000+00:00,2.677911,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230520T090559_N0510_R050_T34TFL_20240904T131042,2023-05-20 09:05:59.024000+00:00,7.240186,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230520T090559_N0510_R050_T34TFK_20240904T131042,2023-05-20 09:05:59.024000+00:00,15.889522,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230523T091559_N0510_R093_T34TFL_20240907T095759,2023-05-23 09:15:59.024000+00:00,12.608691000000002,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230525T090601_N0510_R050_T34TFK_20240908T134722,2023-05-25 09:06:01.024000+00:00,8.5,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230525T090601_N0510_R050_T34TGK_20240908T134722,2023-05-25 09:06:01.024000+00:00,16.39,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230525T090601_N0510_R050_T35TKE_20240908T134722,2023-05-25 09:06:01.024000+00:00,17.06,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230525T090601_N0510_R050_T34TFL_20240908T134722,2023-05-25 09:06:01.024000+00:00,18.89,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230609T090559_N0510_R050_T35TKE_20240927T230135,2023-06-09 09:05:59.024000+00:00,3.2,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230609T090559_N0510_R050_T34TFK_20240927T230135,2023-06-09 09:05:59.024000+00:00,3.58,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230609T090559_N0510_R050_T34TGK_20240927T230135,2023-06-09 09:05:59.024000+00:00,3.64,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230609T090559_N0510_R050_T34TFL_20240927T230135,2023-06-09 09:05:59.024000+00:00,3.91,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230609T090559_N0510_R050_T34TGL_20240927T230135,2023-06-09 09:05:59.024000+00:00,6.29,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230609T090559_N0510_R050_T35TKF_20240927T230135,2023-06-09 09:05:59.024000+00:00,6.55,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230619T090559_N0510_R050_T34TFK_20240911T213438,2023-06-19 09:05:59.024000+00:00,2.934274,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230619T090559_N0510_R050_T34TGK_20240911T213438,2023-06-19 09:05:59.024000+00:00,3.766547,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230619T090559_N0510_R050_T34TFL_20240911T213438,2023-06-19 09:05:59.024000+00:00,3.791959,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230619T090559_N0510_R050_T35TKE_20240911T213438,2023-06-19 09:05:59.024000+00:00,4.624105,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230619T090559_N0510_R050_T34TGL_20240911T213438,2023-06-19 09:05:59.024000+00:00,13.738442999999998,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230619T090559_N0510_R050_T35TKF_20240911T213438,2023-06-19 09:05:59.024000+00:00,16.076514,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230622T091559_N0510_R093_T34TFL_20240911T015737,2023-06-22 09:15:59.024000+00:00,2.597108,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230622T091559_N0510_R093_T34TFK_20240911T015737,2023-06-22 09:15:59.024000+00:00,6.271439,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230622T091559_N0510_R093_T34TGL_20240911T015737,2023-06-22 09:15:59.024000+00:00,13.895516,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230622T091559_N0510_R093_T35TKF_20240911T015737,2023-06-22 09:15:59.024000+00:00,14.819825,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230624T090601_N0510_R050_T34TFK_20240912T044526,2023-06-24 09:06:01.024000+00:00,0.68,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230624T090601_N0510_R050_T35TKE_20240912T044526,2023-06-24 09:06:01.024000+00:00,1.24,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230624T090601_N0510_R050_T34TGK_20240912T044526,2023-06-24 09:06:01.024000+00:00,1.35,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230624T090601_N0510_R050_T34TFL_20240912T044526,2023-06-24 09:06:01.024000+00:00,6.66,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230624T090601_N0510_R050_T34TGL_20240912T044526,2023-06-24 09:06:01.024000+00:00,10.05,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230624T090601_N0510_R050_T35TKF_20240912T044526,2023-06-24 09:06:01.024000+00:00,10.16,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230627T092031_N0510_R093_T34TFK_20241009T222145,2023-06-27 09:20:31.024000+00:00,12.53,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230627T092031_N0510_R093_T34TFL_20241009T222145,2023-06-27 09:20:31.024000+00:00,14.22,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230704T090601_N0510_R050_T35TKE_20240912T140045,2023-07-04 09:06:01.024000+00:00,2.902319,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230704T090601_N0510_R050_T34TGK_20240912T140045,2023-07-04 09:06:01.024000+00:00,4.246768,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230704T090601_N0510_R050_T34TFL_20240912T140045,2023-07-04 09:06:01.024000+00:00,9.774517,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230704T090601_N0510_R050_T34TFK_20240912T140045,2023-07-04 09:06:01.024000+00:00,11.890388,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230704T090601_N0510_R050_T34TGL_20240912T140045,2023-07-04 09:06:01.024000+00:00,15.771643999999998,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230704T090601_N0510_R050_T35TKF_20240912T140045,2023-07-04 09:06:01.024000+00:00,16.153799,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230707T092031_N0510_R093_T34TFL_20241021T171021,2023-07-07 09:20:31.024000+00:00,3.27,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230707T092031_N0510_R093_T34TFK_20241021T171021,2023-07-07 09:20:31.024000+00:00,4.03,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230707T092031_N0510_R093_T34TGK_20241021T171021,2023-07-07 09:20:31.024000+00:00,5.62,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230707T092031_N0510_R093_T35TKE_20241021T171021,2023-07-07 09:20:31.024000+00:00,6.29,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230707T092031_N0510_R093_T34TGL_20241021T171021,2023-07-07 09:20:31.024000+00:00,12.62,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230707T092031_N0510_R093_T35TKF_20241021T171021,2023-07-07 09:20:31.024000+00:00,13.75,sentinel-2a,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230709T090559_N0510_R050_T34TFL_20241018T102750,2023-07-09 09:05:59.024000+00:00,0.24,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230709T090559_N0510_R050_T34TFK_20241018T102750,2023-07-09 09:05:59.024000+00:00,0.83,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230709T090559_N0510_R050_T34TGK_20241018T102750,2023-07-09 09:05:59.024000+00:00,3.78,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230709T090559_N0510_R050_T35TKE_20241018T102750,2023-07-09 09:05:59.024000+00:00,4.08,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230709T090559_N0510_R050_T34TGL_20241018T102750,2023-07-09 09:05:59.024000+00:00,6.8,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230709T090559_N0510_R050_T35TKF_20241018T102750,2023-07-09 09:05:59.024000+00:00,8.35,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230712T091559_N0510_R093_T34TFL_20241018T073726,2023-07-12 09:15:59.024000+00:00,0.01,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230712T091559_N0510_R093_T34TFK_20241018T073726,2023-07-12 09:15:59.024000+00:00,0.01,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230712T091559_N0510_R093_T35TKE_20241018T073726,2023-07-12 09:15:59.024000+00:00,0.02,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230712T091559_N0510_R093_T34TGK_20241018T073726,2023-07-12 09:15:59.024000+00:00,0.02,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230712T091559_N0510_R093_T34TGL_20241018T073726,2023-07-12 09:15:59.024000+00:00,0.43,sentinel-2b,sentinel-2,sentinel-2-l2a
S2B_MSIL2A_20230712T091559_N0510_R093_T35TKF_20241018T073726,2023-07-12 09:15:59.024000+00:00,0.55,sentinel-2b,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230714T090601_N0510_R050_T35TKE_20240929T040439,2023-07-14 09:06:01.024000+00:00,0.002313,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230714T090601_N0510_R050_T34TGK_20240929T040439,2023-07-14 09:06:01.024000+00:00,0.002429,sentinel-2a,sentinel-2,sentinel-2-l2a
S2A_MSIL2A_20230714T090601_N0510_R050_T35TKF_20240929T040439,2023-07-14 09:06:01.024000+00:00,0.0033790000000000005,sentinel-2a,sentinel-2,sentinel-2-l2a
