acq_datetime,coverage_frac,tiles_count,has_full_cover
2023-03-09T09:20:21.024000+00:00,0.22762199139294212,4,False
2023-03-11T09:07:09.025000+00:00,0.25820649943453927,6,False
2023-03-14T09:20:29.024000+00:00,1.0000000000000029,6,True
2023-03-16T09:07:21.024000+00:00,0.2484715374388882,6,False
2023-03-19T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-03-21T09:06:49.024000+00:00,0.25263843051949314,6,False
2023-03-24T09:20:29.024000+00:00,1.0000000000000029,6,True
2023-03-26T09:06:11.024000+00:00,0.25161151006134347,6,False
2023-03-29T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-03-31T09:05:59.024000+00:00,0.2558839287650142,6,False
2023-04-03T09:20:29.024000+00:00,1.0000000000000029,6,True
2023-04-05T09:05:51.024000+00:00,0.25624216386076804,6,False
2023-04-08T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-04-10T09:05:59.024000+00:00,0.2534607969982387,6,False
2023-04-13T09:20:29.024000+00:00,1.0000000000000029,6,True
2023-04-15T09:05:51.024000+00:00,0.25877250107425737,6,False
2023-04-18T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-04-20T09:05:59.024000+00:00,0.25649025041839973,6,False
2023-04-23T09:20:29.024000+00:00,1.0000000000000029,6,True
2023-04-25T09:05:51.024000+00:00,0.2543610478762113,6,False
2023-04-28T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-04-30T09:05:59.024000+00:00,0.2537773282416822,6,False
2023-05-03T09:20:29.024000+00:00,1.0000000000000029,6,True
2023-05-05T09:05:51.024000+00:00,0.2519834601737454,6,False
2023-05-08T09:20:31.026000+00:00,1.0000000000000029,6,True
2023-05-10T09:05:59.024000+00:00,0.25396219103935525,6,False
2023-05-13T09:20:29.024000+00:00,1.0000000000000029,6,True
2023-05-15T09:05:51.024000+00:00,0.2504706068320046,6,False
2023-05-18T09:20:31.024000+00:00,1.0000000000000027,6,True
2023-05-20T09:05:59.024000+00:00,0.2587670141566785,6,False
2023-05-23T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-05-25T09:06:01.024000+00:00,0.257274817015355,6,False
2023-05-28T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-05-30T09:05:59.024000+00:00,0.25416110611095005,6,False
2023-06-02T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-06-04T09:06:01.024000+00:00,0.2560246681771904,6,False
2023-06-07T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-06-09T09:05:59.024000+00:00,0.25583095732862254,6,False
2023-06-12T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-06-14T09:06:01.024000+00:00,0.2544074184793195,6,False
2023-06-17T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-06-19T09:05:59.024000+00:00,0.25201451305844474,6,False
2023-06-22T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-06-24T09:06:01.024000+00:00,0.2494982133093042,6,False
2023-06-27T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-06-29T09:05:59.024000+00:00,0.25055269321972384,6,False
2023-07-02T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-07-04T09:06:01.024000+00:00,0.25367847792852477,6,False
2023-07-07T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-07-09T09:05:59.024000+00:00,0.25195101778217976,6,False
2023-07-12T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-07-14T09:06:01.024000+00:00,0.25196237604004534,6,False
2023-07-17T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-07-19T09:05:59.024000+00:00,0.25326609688644663,6,False
2023-07-22T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-07-24T09:06:01.024000+00:00,0.25044055423329475,6,False
2023-07-27T09:20:31.024000+00:00,1.0000000000000029,6,True
2023-07-29T09:05:59.024000+00:00,0.2531435219914487,6,False
2023-08-01T09:15:59.024000+00:00,1.0000000000000029,6,True
2023-08-03T09:06:01.024000+00:00,0.25205797388330825,6,False
